Quarter,County,Waste Type,Waste Category,Waste Amount (tonnes)
01 April 2024,County Tipperary,Non-Hazardous,Municipal_Solid_Waste,
2024Q2,Tipperary,Non-Hazardous,,
2024Q2,,Hazardous,Chemical Waste,"10,615.88"
,Waterford,Hazardous,Electronic_Waste_(E-Waste),16566.460000
2024Q2,Waterford,Hazardous,I.n.d.u.s.t.r.i.a.l. H.a.z.a.r.d.o.u.s. W.a.s.t.e.,22079
2024Q2,Waterford,Hazardous,M.e.d.i.c.a.l. W.a.s.t.e.,12685.56
2024Q2,co. Waterford,Non-Hazardous,   Agricultural Waste  ,18221.7
"April 01, 2024",Waterford,Non-Hazardous,   Construction and Demolition Waste  ,"19,690.87"
2024Q2,Waterford,Non-Hazardous,I.n.d.u.s.t.r.i.a.l. N.o.n.-H.a.z.a.r.d.o.u.s. W.a.s.t.e.,14434.670000
2024Q2,Waterford,,Municipal Solid Waste,16916.090000
,Waterford,Non-Hazardous,ORGANIC WASTE,23894
,co. nan,Hazardous,C.h.e.m.i.c.a.l. W.a.s.t.e.,7596.540000
2024Q2,Westmeath,Hazardous,E.l.e.c.t.r.o.n.i.c. W.a.s.t.e. (E.-W.a.s.t.e.),13648.619999999999
01-04-2024,Westmeath,Hazardous,industrial hazardous waste,26965.530000
"April 01, 2024",Westmeath,Hazardous,Medical Waste,10926.610000
01/04/2024,Westmeath,Non-Hazardous,   Agricultural Waste  ,18040.96
2024Q2,Westmeath,Non-Hazardous,Demolition Construction Waste and,
2024Q2,Westmeath,Non-Hazardous,I n d u s t r i a l  N o n -H a z a r d o u s  W a s t e ,"12,758.84"
01 April 2024,Westmeath,Non-Hazardous,municipal solid waste,20074
01-04-2024,Westmeath,Non-Hazardous,   Organic Waste  ,13897.640000
"April 01, 2024",Wexford,Hazardous,CHEMICAL WASTE,9073.36
2024Q2,Wexford,,ELECTRONIC WASTE (E-WASTE),22091.530000
"April 01, 2024",county Wexford,Hazardous,industrial hazardous waste,11442.380000000001
2024-04-01,Wexford,Hazardous,MEDICAL WASTE,15874.360000
2024Q2,Wexford co.,Non-Hazardous,Waste Agricultural,
2024-04-01,Wexford,Non-Hazardous,CONSTRUCTION AND DEMOLITION WASTE,
01-04-2024,Wexford,,INDUSTRIAL NON-HAZARDOUS WASTE,14024.689999999999
2024Q2,Wexford,Non-Hazardous,Municipal Solid Waste,"6,860.70"
2024 Q3,Wexford county,Non-Hazardous,O r g a n i c  W a s t e ,9903.5
,Wicklow,Hazardous,Chemical Waste,11886.010000
01/04/2024,Co. Wicklow,Hazardous,Electronic Waste (E-Waste),20655.630000
2024Q2,Wicklow,Hazardous,Industrial_Hazardous_Waste,"23,898.65"
01/04/2024,Wicklow County,Hazardous,M e d i c a l  W a s t e ,9181.35
2024Q2,Wicklow,Non-Hazardous,n a n ,"14,578.75"
2024Q2,Wicklow,Non-Hazardous,Construction and Demolition Waste,"15,495.28"
Q3 2024,Wicklow,Non-Hazardous,NAN,14710
01 April 2024,Wicklow,Non-Hazardous,Municipal_Solid_Waste,23309.290000
2024Q2,Wicklow,,ORGANIC WASTE,15566
01 July 2024,Antrim,Hazardous,Chemical_Waste,17241
2024Q3,Antrim,Hazardous,Electronic (E-Waste) Waste,21803.65
2024-07-01,Antrim,,INDUSTRIAL HAZARDOUS WASTE,21151.77
2024-07-01,Antrim,Hazardous,Medical Waste,"15,565.83"
2024-07-01,Antrim,Non-Hazardous,AGRICULTURAL WASTE,12845
"July 01, 2024",Antrim,Non-Hazardous,   Construction and Demolition Waste  ,11109.400000
2024Q3,nan county,Non-Hazardous,Waste Non-Hazardous Industrial,12429.82
01-07-2024,Antrim,Non-Hazardous,Municipal Solid Waste,"19,369.84"
2024 Q3,Antrim Co.,Non-Hazardous,Organic_Waste,11496.190000
01 July 2024,Carlow,Hazardous,n a n ,11859.210000
01/07/2024,Carlow county,Hazardous,Electronic Waste (E-Waste),
Q2 2024,Carlow,Hazardous,INDUSTRIAL HAZARDOUS WASTE,18607
"July 01, 2024",Carlow,Hazardous,MEDICAL WASTE,7022.010000
2024Q3,Carlow county,Non-Hazardous,,12065.800000
01/07/2024,Carlow,Non-Hazardous,Demolition and Waste Construction,20380.829999999998
2024-07-01,Carlow,Non-Hazardous,Waste Industrial Non-Hazardous,14316.73
2024-07-01,,Non-Hazardous,MUNICIPAL SOLID WASTE,14456.84
2024Q3,co. Carlow,Non-Hazardous,Organic Waste,20222
01 July 2024,Cavan,Hazardous,Chemical_Waste,"13,527.28"
01-07-2024,Cavan,,Electronic Waste (E-Waste),"12,834.58"
01 July 2024,Cavan,Hazardous,I.n.d.u.s.t.r.i.a.l. H.a.z.a.r.d.o.u.s. W.a.s.t.e.,12939
2024Q3,Cavan,Hazardous,Medical Waste,12554.05
"July 01, 2024",Cavan,Non-Hazardous,Agricultural Waste,15991.900000
01/07/2024,Cavan,Non-Hazardous,construction and demolition waste,18430.310000
01-07-2024,Cavan,Non-Hazardous,   Industrial Non-Hazardous Waste  ,22023.4
2024Q3,Cavan,Non-Hazardous,Solid Municipal Waste,"18,661.28"
01 July 2024,Cavan,Non-Hazardous,O.r.g.a.n.i.c. W.a.s.t.e.,12863.77
2024Q3,Clare,Hazardous,CHEMICAL WASTE,"14,726.91"
,Clare,Hazardous,Electronic Waste (E-Waste),13940
2024Q3,Clare,Hazardous,I.n.d.u.s.t.r.i.a.l. H.a.z.a.r.d.o.u.s. W.a.s.t.e.,17481
01/07/2024,Clare,Hazardous,n a n ,21850.3
2024-07-01,Clare,Non-Hazardous,AGRICULTURAL WASTE,10159
2024Q3,Clare County,Non-Hazardous,Construction Waste Demolition and,12092
01/07/2024,county Clare,Non-Hazardous,Non-Hazardous Waste Industrial,16056.79
01-07-2024,Clare Co.,Non-Hazardous,Municipal Solid Waste,16357.580000
2024Q3,Clare,Non-Hazardous,Organic_Waste,"16,331.63"
01-07-2024,Cork Co.,Hazardous,Waste Chemical,"7,901.00"
01-07-2024,Cork,Hazardous,Electronic_Waste_(E-Waste),19391.52
2024-07-01,Cork,Hazardous,Industrial_Hazardous_Waste,16612
2024Q3,Cork,Hazardous,Medical_Waste,
2024Q3,Cork,Non-Hazardous,Agricultural Waste,21612.38
2024Q3,Cork co.,Non-Hazardous,Construction and Demolition Waste,25227.050000
2024Q3,Cork,Non-Hazardous,INDUSTRIAL NON-HAZARDOUS WASTE,12915
01 July 2024,Cork,Non-Hazardous,Municipal Solid Waste,11429.650000
Q4 2024,Cork,Non-Hazardous,O r g a n i c  W a s t e ,20172.879999999997
2024-07-01,Donegal,Hazardous,Chemical Waste,13194.32
2024Q3,Co. Donegal,Hazardous,Electronic_Waste_(E-Waste),20474.510000000002
2024Q3,Donegal,Hazardous,Industrial_Hazardous_Waste,21061.380000
2024-07-01,Donegal,Hazardous,MEDICAL WASTE,10649.820000
Q3 2024,Donegal,Non-Hazardous,A g r i c u l t u r a l  W a s t e ,14020.930000
01/07/2024,county Donegal,Non-Hazardous,C.o.n.s.t.r.u.c.t.i.o.n. a.n.d. D.e.m.o.l.i.t.i.o.n. W.a.s.t.e.,19638.989999999998
01/07/2024,Donegal,Non-Hazardous,Industrial_Non-Hazardous_Waste,17017.41
"July 01, 2024",Donegal,Non-Hazardous,M.u.n.i.c.i.p.a.l. S.o.l.i.d. W.a.s.t.e.,"21,349.12"
"July 01, 2024",Donegal,Non-Hazardous,,8127.600000
01 July 2024,Down,Hazardous,   Chemical Waste  ,10456.82
01-07-2024,Down,Hazardous,E.l.e.c.t.r.o.n.i.c. W.a.s.t.e. (E.-W.a.s.t.e.),"13,434.30"
,Down,Hazardous,I.n.d.u.s.t.r.i.a.l. H.a.z.a.r.d.o.u.s. W.a.s.t.e.,14433
,Down,Hazardous,M e d i c a l  W a s t e ,17959.04
2024-07-01,Down,Non-Hazardous,agricultural waste,19093.810000
"July 01, 2024",Down,Non-Hazardous,n a n ,"9,182.26"
2024Q3,Down,Non-Hazardous,I.n.d.u.s.t.r.i.a.l. N.o.n.-H.a.z.a.r.d.o.u.s. W.a.s.t.e.,20347
Q3 2024,Down,Non-Hazardous,M.u.n.i.c.i.p.a.l. S.o.l.i.d. W.a.s.t.e.,15028.410000
"July 01, 2024",co. Down,Non-Hazardous,organic waste,20772.210000
2024Q3,Dublin,Hazardous,Chemical Waste,14963.250000
01/07/2024,Dublin County,Hazardous,   Electronic Waste (E-Waste)  ,
2024Q3,Dublin,Hazardous,Hazardous Industrial Waste,"17,042.19"
2024Q3,Dublin county,Hazardous,Medical Waste,10847.970000
2024Q3,Dublin,Non-Hazardous,A.g.r.i.c.u.l.t.u.r.a.l. W.a.s.t.e.,"16,382.00"
2024-07-01,Dublin,Non-Hazardous,Construction and Demolition Waste,"20,267.21"
2024 Q3,Dublin,Non-Hazardous,Industrial_Non-Hazardous_Waste,14935.840000
2024Q3,Dublin Co.,Non-Hazardous,Waste Solid Municipal,11335.32
01/07/2024,Dublin county,Non-Hazardous,O r g a n i c  W a s t e ,21326.239999999998
01-07-2024,Galway,Hazardous,Chemical_Waste,7421.96
01/07/2024,Galway,Hazardous,E l e c t r o n i c  W a s t e  (E -W a s t e ),7851.530000
2024Q3,County Galway,Hazardous,Industrial Hazardous Waste,"26,285.16"
2024Q3,Galway Co.,Hazardous,M.e.d.i.c.a.l. W.a.s.t.e.,19193
2024Q3,Galway,Non-Hazardous,A g r i c u l t u r a l  W a s t e ,13937.750000
2024Q3,Galway,,Construction_and_Demolition_Waste,"17,514.38"
2024Q3,Galway,Non-Hazardous,I n d u s t r i a l  N o n -H a z a r d o u s  W a s t e ,15277
2024 Q1,Galway,,municipal solid waste,
2024Q3,Galway,Non-Hazardous,Organic Waste,"19,717.24"
2024Q3,Kerry,Hazardous,chemical waste,18338.940000000002
2024 Q1,Kerry,Hazardous,Electronic_Waste_(E-Waste),21599.060000
01-07-2024,Kerry,Hazardous,   Industrial Hazardous Waste  ,26947
"July 01, 2024",Kerry,Hazardous,medical waste,11424.02
2024Q3,Kerry,Non-Hazardous,A g r i c u l t u r a l  W a s t e ,21597.530000
01 July 2024,county Kerry,Non-Hazardous,construction and demolition waste,13896.240000
2024Q3,Kerry,Non-Hazardous,   Industrial Non-Hazardous Waste  ,"21,549.17"
"July 01, 2024",Kerry county,Non-Hazardous,MUNICIPAL SOLID WASTE,6418
01-07-2024,Co. Kerry,Non-Hazardous,O r g a n i c  W a s t e ,"19,085.31"
2024Q3,Kildare,Hazardous,chemical waste,20470
2024Q3,county Kildare,Hazardous,   Electronic Waste (E-Waste)  ,13559
"July 01, 2024",Kildare,Hazardous,Industrial Hazardous Waste,18091.77
"July 01, 2024",Co. Kildare,Hazardous,M.e.d.i.c.a.l. W.a.s.t.e.,"12,884.07"
2024-07-01,Kildare co.,Non-Hazardous,   Agricultural Waste  ,12921
,Kildare,Non-Hazardous,C.o.n.s.t.r.u.c.t.i.o.n. a.n.d. D.e.m.o.l.i.t.i.o.n. W.a.s.t.e.,18167.530000
2024Q3,Kildare,Non-Hazardous,INDUSTRIAL NON-HAZARDOUS WASTE,"166,880.50"
01/07/2024,Kildare,Non-Hazardous,M.u.n.i.c.i.p.a.l. S.o.l.i.d. W.a.s.t.e.,18648.9
2024Q3,Kildare co.,Non-Hazardous,Organic Waste,9327.660000
2024Q3,Kilkenny,Hazardous,C h e m i c a l  W a s t e ,24726.920000
01/07/2024,Kilkenny,Hazardous,E l e c t r o n i c  W a s t e  (E -W a s t e ),"26,124.70"
2024Q3,Kilkenny,Hazardous,   nan  ,
2024Q3,Kilkenny,Hazardous,Waste Medical,
Q4 2024,Kilkenny,Non-Hazardous,AGRICULTURAL WASTE,25881
Q3 2024,Kilkenny,Non-Hazardous,   Construction and Demolition Waste  ,"21,012.65"
Q1 2024,county Kilkenny,Non-Hazardous,   Industrial Non-Hazardous Waste  ,17299.200000
01-07-2024,Kilkenny,Non-Hazardous,MUNICIPAL SOLID WASTE,17159
2024Q3,Kilkenny,Non-Hazardous,Organic_Waste,"11,892.43"
,Laois co.,,Waste Chemical,22213.23
2024 Q1,Laois,Hazardous,   nan  ,5053
2024Q3,Laois,Hazardous,INDUSTRIAL HAZARDOUS WASTE,14326.720000
01 July 2024,Laois,Hazardous,M.e.d.i.c.a.l. W.a.s.t.e.,12993.56
01-07-2024,Laois,Non-Hazardous,Agricultural Waste,4784.600000
"July 01, 2024",Laois,Non-Hazardous,Construction and Waste Demolition,23270.83
2024Q3,Laois,Non-Hazardous,Industrial_Non-Hazardous_Waste,"14,528.38"
2024-07-01,Laois,Non-Hazardous,M.u.n.i.c.i.p.a.l. S.o.l.i.d. W.a.s.t.e.,"15,461.69"
01 July 2024,Laois,Non-Hazardous,organic waste,
01 July 2024,Limerick,Hazardous,chemical waste,15958.77
2024-07-01,Limerick,Hazardous,Electronic_Waste_(E-Waste),2269.610000
01/07/2024,Limerick,Hazardous,industrial hazardous waste,"19,934.57"
01-07-2024,Limerick,Hazardous,Waste Medical,11256.31
"July 01, 2024",Limerick,Non-Hazardous,agricultural waste,18117.35
2024Q3,Limerick County,Non-Hazardous,C.o.n.s.t.r.u.c.t.i.o.n. a.n.d. D.e.m.o.l.i.t.i.o.n. W.a.s.t.e.,"9,165.77"
2024Q3,Limerick,Non-Hazardous,Industrial Non-Hazardous Waste,"2,987.66"
2024Q3,County Limerick,Non-Hazardous,Municipal Solid Waste,16314
01 July 2024,Limerick,Non-Hazardous,Organic Waste,19640
2024Q3,Louth,Hazardous,   Chemical Waste  ,"10,244.84"
2024 Q3,Louth,Hazardous,Electronic_Waste_(E-Waste),18345
01/07/2024,Louth,Hazardous,INDUSTRIAL HAZARDOUS WASTE,8714
"July 01, 2024",Louth,Hazardous,M.e.d.i.c.a.l. W.a.s.t.e.,25636
2024Q3,Louth,Non-Hazardous,Agricultural Waste,13259.750000
2024Q3,Louth,Non-Hazardous,C o n s t r u c t i o n  a n d  D e m o l i t i o n  W a s t e ,21418.120000
2024Q3,Louth County,Non-Hazardous,I.n.d.u.s.t.r.i.a.l. N.o.n.-H.a.z.a.r.d.o.u.s. W.a.s.t.e.,9127.33
2024Q3,Louth,Non-Hazardous,Solid Waste Municipal,
2024 Q4,Louth,Non-Hazardous,Organic Waste,17995.2
2024-07-01,Mayo County,Hazardous,C h e m i c a l  W a s t e ,7276
2024Q3,Mayo,Hazardous,   Electronic Waste (E-Waste)  ,8456.580000
2024Q3,Mayo,Hazardous,industrial hazardous waste,24402.160000
2024-07-01,Mayo,Hazardous,Medical Waste,22221.92
2024Q3,co. Mayo,Non-Hazardous,   nan  ,"14,209.56"
01-07-2024,Mayo,Non-Hazardous,Construction_and_Demolition_Waste,19448
01/07/2024,Mayo,Non-Hazardous,I n d u s t r i a l  N o n -H a z a r d o u s  W a s t e ,8732.19
2024Q3,Mayo,Non-Hazardous,M u n i c i p a l  S o l i d  W a s t e ,11572.55
01 July 2024,Mayo,,Organic Waste,7752.060000
"July 01, 2024",Meath,Hazardous,Chemical_Waste,21888.54
01 July 2024,Meath,Hazardous,   Electronic Waste (E-Waste)  ,9392
2024Q3,Meath,,Industrial_Hazardous_Waste,"17,146.88"
,County Meath,Hazardous,M.e.d.i.c.a.l. W.a.s.t.e.,"16,586.75"
01-07-2024,Co. Meath,Non-Hazardous,AGRICULTURAL WASTE,19587.82
01 July 2024,Meath,Non-Hazardous,Construction and Demolition Waste,"9,844.27"
"July 01, 2024",Meath,Non-Hazardous,INDUSTRIAL NON-HAZARDOUS WASTE,"18,737.30"
2024 Q3,Meath,Non-Hazardous,   Municipal Solid Waste  ,15430
,Meath,Non-Hazardous,Organic Waste,22295
2024Q3,Monaghan,Hazardous,C h e m i c a l  W a s t e ,13338
2024Q3,,,Electronic Waste (E-Waste),15450
2024Q3,Monaghan,Hazardous,industrial hazardous waste,"9,455.15"
01-07-2024,Monaghan county,Hazardous,Medical Waste,
2024 Q1,Monaghan co.,Non-Hazardous,Agricultural Waste,15605.280000
2024Q3,Co. Monaghan,Non-Hazardous,Construction and Demolition Waste,"20,128.39"
2024Q3,Co. Monaghan,Non-Hazardous,Waste Industrial Non-Hazardous,22229.16
,Monaghan,Non-Hazardous,   Municipal Solid Waste  ,
01/07/2024,Monaghan,Non-Hazardous,ORGANIC WASTE,14492
"July 01, 2024",Offaly,Hazardous,Chemical_Waste,4094.700000
"July 01, 2024",Offaly,Hazardous,ELECTRONIC WASTE (E-WASTE),7173
,Offaly County,Hazardous,   Industrial Hazardous Waste  ,22011.53
01 July 2024,Offaly,Hazardous,   Medical Waste  ,22903.61
2024Q3,Offaly,Non-Hazardous,A g r i c u l t u r a l  W a s t e ,18234.470000
,Offaly,Non-Hazardous,and Demolition Construction Waste,13015.54
"July 01, 2024",Offaly,Non-Hazardous,Industrial_Non-Hazardous_Waste,11779
01-07-2024,Offaly co.,Non-Hazardous,municipal solid waste,7564
01 July 2024,County Offaly,Non-Hazardous,n.a.n.,8067.139999999999
2024Q3,Roscommon,Hazardous,chemical waste,7152.37
01/07/2024,Co. Roscommon,Hazardous,E.l.e.c.t.r.o.n.i.c. W.a.s.t.e. (E.-W.a.s.t.e.),16183
2024Q3,Roscommon,Hazardous,INDUSTRIAL HAZARDOUS WASTE,"12,725.86"
01 July 2024,Roscommon,Hazardous,Medical_Waste,20373.98
01 July 2024,Roscommon,Non-Hazardous,Agricultural_Waste,15436.38
01/07/2024,Roscommon County,Non-Hazardous,CONSTRUCTION AND DEMOLITION WASTE,12189
2024Q3,Roscommon,Non-Hazardous,Industrial Non-Hazardous Waste,14764.259999999998
2024-07-01,,Non-Hazardous,Municipal Solid Waste,11535.92
2024Q3,Roscommon,Non-Hazardous,Organic Waste,13888.939999999999
"July 01, 2024",Sligo,Hazardous,chemical waste,2697.86
01/07/2024,Sligo,Hazardous,E.l.e.c.t.r.o.n.i.c. W.a.s.t.e. (E.-W.a.s.t.e.),"16,714.33"
01-07-2024,Sligo County,Hazardous,   Industrial Hazardous Waste  ,"19,718.11"
01/07/2024,Sligo,Hazardous,Medical_Waste,18032.059999999998
01 July 2024,Co. Sligo,Non-Hazardous,A g r i c u l t u r a l  W a s t e ,"7,939.36"
01-07-2024,Sligo,Non-Hazardous,C o n s t r u c t i o n  a n d  D e m o l i t i o n  W a s t e ,11198
2024Q3,Sligo,Non-Hazardous,   Industrial Non-Hazardous Waste  ,11849
2024Q3,County Sligo,Non-Hazardous,MUNICIPAL SOLID WASTE,19757.5
01/07/2024,Sligo,Non-Hazardous,Organic Waste,20337.68
"July 01, 2024",Tipperary,,C.h.e.m.i.c.a.l. W.a.s.t.e.,12275
2024-07-01,Tipperary,Hazardous,E.l.e.c.t.r.o.n.i.c. W.a.s.t.e. (E.-W.a.s.t.e.),16830.88
2024-07-01,Tipperary County,Hazardous,Industrial_Hazardous_Waste,21318.760000
,Tipperary,,medical waste,"24,188.85"
2024Q3,Tipperary,Non-Hazardous,   Agricultural Waste  ,12179.79
01-07-2024,Tipperary,,C o n s t r u c t i o n  a n d  D e m o l i t i o n  W a s t e ,"9,181.48"
01 July 2024,Tipperary county,Non-Hazardous,I n d u s t r i a l  N o n -H a z a r d o u s  W a s t e ,"16,947.12"
2024Q3,Tipperary,Non-Hazardous,M u n i c i p a l  S o l i d  W a s t e ,12131.2
01 July 2024,Tipperary,Non-Hazardous,Organic Waste,17581.890000
01 July 2024,Waterford co.,Hazardous,C.h.e.m.i.c.a.l. W.a.s.t.e.,13676
"July 01, 2024",Waterford,Hazardous,electronic waste (e-waste),
01/07/2024,Waterford,Hazardous,I.n.d.u.s.t.r.i.a.l. H.a.z.a.r.d.o.u.s. W.a.s.t.e.,13154.320000
01-07-2024,Waterford county,Hazardous,Medical Waste,"125,280.00"
01 July 2024,,Non-Hazardous,agricultural waste,"25,396.16"
2024Q3,,Non-Hazardous,construction and demolition waste,"15,703.25"
2024Q3,Waterford,Non-Hazardous,I n d u s t r i a l  N o n -H a z a r d o u s  W a s t e ,12018.02
2024Q3,Waterford,Non-Hazardous,MUNICIPAL SOLID WASTE,16902.140000
2024Q3,Waterford county,Non-Hazardous,Organic Waste,10427.850000
2024Q3,Westmeath,Hazardous,   Chemical Waste  ,19875
,Westmeath,Hazardous,E.l.e.c.t.r.o.n.i.c. W.a.s.t.e. (E.-W.a.s.t.e.),10308
01 July 2024,,Hazardous,industrial hazardous waste,"23,726.63"
01/07/2024,Westmeath,Hazardous,Medical_Waste,13308.689999999999
2024Q3,Westmeath,Non-Hazardous,Agricultural Waste,12355.16
01/07/2024,Westmeath,Non-Hazardous,Construction_and_Demolition_Waste,"8,769.46"
2024Q3,Westmeath,Non-Hazardous,I n d u s t r i a l  N o n -H a z a r d o u s  W a s t e ,"21,159.23"
,Westmeath,Non-Hazardous,Municipal Solid Waste,"17,374.10"
2024Q3,Westmeath,Non-Hazardous,organic waste,12441.829999999998
"July 01, 2024",Wexford,,C h e m i c a l  W a s t e ,16351.690000
2024Q3,Wexford,,Electronic Waste (E-Waste),17452.43
01 July 2024,Wexford,Hazardous,INDUSTRIAL HAZARDOUS WASTE,10242.580000
2024Q3,Wexford,Hazardous,Medical Waste,20773
,County Wexford,Non-Hazardous,Agricultural_Waste,16555.640000
01/07/2024,Wexford,Non-Hazardous,,14907.530000
2024-07-01,Wexford,Non-Hazardous,I.n.d.u.s.t.r.i.a.l. N.o.n.-H.a.z.a.r.d.o.u.s. W.a.s.t.e.,19357
01 July 2024,nan Co.,Non-Hazardous,Waste Municipal Solid,
2024Q3,Wexford,Non-Hazardous,   Organic Waste  ,"20,742.32"
"July 01, 2024",Wicklow,Hazardous,   Chemical Waste  ,4810.5
,Wicklow,Hazardous,Electronic_Waste_(E-Waste),
2024Q3,Wicklow,Hazardous,INDUSTRIAL HAZARDOUS WASTE,"9,747.12"
2024Q3,Wicklow,Hazardous,M.e.d.i.c.a.l. W.a.s.t.e.,5813.65
2024-07-01,county Wicklow,Non-Hazardous,Agricultural Waste,7498
2024 Q3,Wicklow,Non-Hazardous,C o n s t r u c t i o n  a n d  D e m o l i t i o n  W a s t e ,
2024Q3,Wicklow,Non-Hazardous,industrial non-hazardous waste,18979
01 July 2024,Wicklow co.,Non-Hazardous,MUNICIPAL SOLID WASTE,18294.55
01/07/2024,Wicklow co.,Non-Hazardous,   Organic Waste  ,10101
2024Q4,,Hazardous,Chemical Waste,8909.95
"October 01, 2024",Antrim,Hazardous,electronic waste (e-waste),17431.640000
01/10/2024,Antrim,Hazardous,industrial hazardous waste,20772
2024Q4,Antrim,Hazardous,medical waste,16522.650000
01-10-2024,Antrim,Non-Hazardous,Agricultural Waste,15673
,Antrim,Non-Hazardous,   Construction and Demolition Waste  ,"8,061.54"
"October 01, 2024",Antrim,Non-Hazardous,Waste Non-Hazardous Industrial,21410.250000
01 October 2024,Antrim Co.,Non-Hazardous,Solid Municipal Waste,"19,121.04"
"October 01, 2024",Antrim,Non-Hazardous,Organic Waste,15344
"October 01, 2024",Carlow,Hazardous,Chemical_Waste,11943.380000
"October 01, 2024",Carlow,Hazardous,Waste (E-Waste) Electronic,"20,028.33"
01 October 2024,Carlow,Hazardous,Industrial_Hazardous_Waste,"22,178.53"
01/10/2024,Carlow,Hazardous,Medical Waste,13073.82
2024-10-01,Carlow,Non-Hazardous,Agricultural Waste,14511.99
2024 Q1,Carlow Co.,Non-Hazardous,C.o.n.s.t.r.u.c.t.i.o.n. a.n.d. D.e.m.o.l.i.t.i.o.n. W.a.s.t.e.,14838.009999999998
2024Q4,Carlow co.,Non-Hazardous,   Industrial Non-Hazardous Waste  ,9649.03
2024Q4,co. Carlow,Non-Hazardous,Municipal_Solid_Waste,7093.04
"October 01, 2024",Carlow,Non-Hazardous,n a n ,16522
2024Q4,Cavan county,Hazardous,   Chemical Waste  ,14752.27
2024Q4,County Cavan,Hazardous,ELECTRONIC WASTE (E-WASTE),"15,601.44"
Q2 2024,,Hazardous,Industrial_Hazardous_Waste,"15,502.94"
Q1 2024,Cavan,Hazardous,M.e.d.i.c.a.l. W.a.s.t.e.,"14,726.93"
01/10/2024,County Cavan,Non-Hazardous,A.g.r.i.c.u.l.t.u.r.a.l. W.a.s.t.e.,13118
2024Q4,Cavan,Non-Hazardous,construction and demolition waste,25525.56
2024Q4,Co. Cavan,Non-Hazardous,Non-Hazardous Waste Industrial,5321.240000
Q4 2024,Cavan,Non-Hazardous,Waste Municipal Solid,20318.160000
2024Q4,Cavan county,Non-Hazardous,O r g a n i c  W a s t e ,3977
2024Q4,Clare,Hazardous,,"22,059.95"
Q3 2024,Clare,,Electronic (E-Waste) Waste,4844.16
2024Q4,Clare,Hazardous,Industrial_Hazardous_Waste,"17,257.52"
01/10/2024,Clare,Hazardous,M.e.d.i.c.a.l. W.a.s.t.e.,13224.63
Q1 2024,Clare,Non-Hazardous,Agricultural_Waste,"8,979.13"
01 October 2024,Clare,Non-Hazardous,C.o.n.s.t.r.u.c.t.i.o.n. a.n.d. D.e.m.o.l.i.t.i.o.n. W.a.s.t.e.,"10,538.49"
2024 Q4,Clare Co.,Non-Hazardous,industrial non-hazardous waste,"20,389.28"
01/10/2024,Clare,Non-Hazardous,Municipal Solid Waste,16156
2024-10-01,Clare,Non-Hazardous,Waste Organic,"19,084.98"
01/10/2024,Cork County,Hazardous,chemical waste,10353.1
01 October 2024,Cork county,Hazardous,electronic waste (e-waste),18238.870000
01-10-2024,Cork,Hazardous,Industrial Hazardous Waste,21759
01 October 2024,Cork,Hazardous,M e d i c a l  W a s t e ,11840.290000
Q2 2024,Cork,Non-Hazardous,AGRICULTURAL WASTE,8311
"October 01, 2024",Cork,Non-Hazardous,CONSTRUCTION AND DEMOLITION WASTE,10721.380000000001
01 October 2024,Cork,Non-Hazardous,Industrial Non-Hazardous Waste,11587
2024Q4,Cork,Non-Hazardous,M.u.n.i.c.i.p.a.l. S.o.l.i.d. W.a.s.t.e.,10248.030000
"October 01, 2024",co. Cork,Non-Hazardous,Organic_Waste,3129.130000
"October 01, 2024",Donegal,Hazardous,Chemical_Waste,7661
,Donegal,,Waste Electronic (E-Waste),9321
,Donegal,Hazardous,industrial hazardous waste,"3,818.58"
2024Q4,,Hazardous,M.e.d.i.c.a.l. W.a.s.t.e.,22061.17
2024Q4,Donegal,Non-Hazardous,Agricultural_Waste,"22,455.21"
2024-10-01,Donegal,Non-Hazardous,construction and demolition waste,"17,005.82"
2024Q4,Donegal,Non-Hazardous,Waste Non-Hazardous Industrial,18070.960000
Q2 2024,Donegal,Non-Hazardous,   Municipal Solid Waste  ,12175.410000
2024Q4,nan County,Non-Hazardous,Organic Waste,"18,843.45"
01/10/2024,Down,Hazardous,Chemical Waste,"4,922.98"
2024Q4,Down,Hazardous,E.l.e.c.t.r.o.n.i.c. W.a.s.t.e. (E.-W.a.s.t.e.),21550.18
2024Q4,Down,Hazardous,Industrial_Hazardous_Waste,9336.520000
01 October 2024,Co. Down,Hazardous,Medical_Waste,9130
Q4 2024,Down co.,Non-Hazardous,Agricultural Waste,24530.130000
2024 Q3,Co. Down,Non-Hazardous,   Construction and Demolition Waste  ,14328.66
2024-10-01,Down,Non-Hazardous,Industrial_Non-Hazardous_Waste,"10,827.43"
2024-10-01,Down,Non-Hazardous,Municipal Solid Waste,16349.21
"October 01, 2024",Down,Non-Hazardous,Organic_Waste,"5,471.67"
01 October 2024,Dublin,Hazardous,chemical waste,14436.760000
"October 01, 2024",Dublin Co.,Hazardous,Electronic Waste (E-Waste),"25,697.06"
