Quarter,County,Waste Type,Waste Category,Treatment Method,Waste Amount (tonnes),Price of Treatment (€ per tonne)
2024_Q3,,Hazardous,Medical Waste,Disposal - Other,3113.17,69.0
2024_Q3,Antrim,Non-Hazardous,Agricultural Waste,Disposal - Landfill,5137.85,66.72
2024_Q3,Antrim,Non-Hazardous,Agricultural Waste,Recovery - Composting,5137.85,66.0
2024_Q3,Antrim,Non-Hazardous,N A N,Disposal - Other,2568.0,66.96
2024_Q3,Antrim,Non-Hazardous,Construction and Demolition Waste,Disposal - Landfill,3332.82,39.68
2024_Q1,Antrim,Non-Hazardous,Construction and Demolition Waste,Recovery - Recycling,7776.58,46.72
2024_Q3,Antrim,Non-Hazardous,Industrial Hazardous Waste,Disposal - Landfill,4971.0,77.93
2024_Q3,Antrim,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Recycling,4971.93,56.0
2024_Q3,Antrim,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Energy Recovery,2485.96,58.83
2024_Q3,Antrim,Non-Hazardous,Municipal Solid Waste,Disposal - Landfill,9684.0,50.68
2024_Q1,Antrim,,Municipal Solid Waste,Recovery - Recycling,5810.95,79.41
2024_Q1,Antrim,Non-Hazardous,Municipal Solid Waste,Recovery - Energy Recovery,3873.97,71.31
2024_Q3,Antrim,Non-Hazardous,Organic Waste,Recovery - Composting,8047.33,64.18
2024_Q1,Antrim,Non-Hazardous,Organic Waste,Recovery - Energy Recovery,3448.0,68.68
2024_Q3,Carlow,Hazardous,Chemical Waste,Disposal - Incineration,8301.45,79.0
2024_Q1,Carlow,Hazardous,Chemical Waste,Disposal - Other,3557.76,57.91
2024_Q3,Carlow,Hazardous,Electronic Waste,Recovery - Recycling,16069.08,278.45
2024_Q3,,Hazardous,Electronic Waste,Disposal - Other,1785.45,72.91
2024_Q3,Carlow,Hazardous,Industrial Hazardous Waste,Disposal - Incineration,11164.05,448.19
2024_Q3,Carlow,Hazardous,Industrial Hazardous Waste,Disposal - Other,7442.7,390.68
2024_Q3,Carlow,Hazardous,Medical Waste,Disposal - Incineration,5617.61,55.99
2024_Q3,Carlow,Hazardous,Medical Waste,Disposal - Other,1404.4,57.33
2024_Q3,Carlow,Non-Hazardous,Agricultural Waste,Disposal - Landfill,4826.32,34.25
2024_Q3,Carlow,Non-Hazardous,Agricultural Waste,Recovery - Composting,4826.32,39.48
2024_Q2,Carlow,Non-Hazardous,Agricultural Waste,Disposal - Other,2413.16,52.0
2024_Q3,Carlow,Non-Hazardous,Construction and Demolition Waste,Disposal - Landfill,6114.25,48.22
2024_Q3,Carlow,Non-Hazardous,Construction and Demolition Waste,Recovery - Recycling,14266.58,74.19
2024_Q3,Carlow,Non-Hazardous,,Disposal - Landfill,5726.69,71.0
2024_Q3,Carlow,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Recycling,5726.69,72.0
2024_Q3,Carlow,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Energy Recovery,2863.35,52.81
,Carlow,Non-Hazardous,Municipal Solid Waste,Disposal - Landfill,7228.42,59.89
2024_Q1,Carlow,Non-Hazardous,Municipal Solid Waste,Recovery - Recycling,,56.0
2024_Q3,Carlow,Non-Hazardous,Municipal Solid Waste,Recovery - Energy Recovery,2891.37,72.13
2024_Q3,Carlow,Non-Hazardous,Organic Waste,Recovery - Composting,14155.13,52.26
2024_Q3,Carlow,Non-Hazardous,Organic Waste,Recovery - Energy Recovery,6066.48,67.16
2024_Q3,Cavan,Hazardous,Chemical Waste,Disposal - Incineration,9469.1,54.0
2024_Q3,Cavan,Hazardous,Chemical Waste,Disposal - Other,4058.18,208.45
2024_Q3,Cavan,Hazardous,Electronic Waste,Recovery - Recycling,11551.0,77.65
2024_Q3,Cavan,Hazardous,Electronic Waste,Disposal - Other,1283.46,73.82
2024_Q1,Cavan,Hazardous,Industrial Hazardous Waste,Disposal - Incineration,7763.23,69.0
2024_Q3,Cavan,Hazardous,Industrial Hazardous Waste,Disposal - Other,5175.49,62.55
2024_Q3,Cavan,Hazardous,Medical Waste,Disposal - Incineration,10043.24,65.41
2024_Q3,Cavan,Hazardous,Medical Waste,Disposal - Other,2510.0,63.0
2024_Q1,,Non-Hazardous,N A N,Disposal - Landfill,6396.76,76.32
,Cavan,Non-Hazardous,Agricultural Waste,Recovery - Composting,6396.76,55.48
2024_Q1,Cavan,Non-Hazardous,,Disposal - Other,3198.38,51.0
2024_Q3,Cavan,Non-Hazardous,Construction and Demolition Waste,Disposal - Landfill,,38.49
2024_Q1,Cavan,Non-Hazardous,Construction and Demolition Waste,Recovery - Recycling,12901.22,51.4
2024_Q1,Cavan,Non-Hazardous,Industrial Non-Hazardous Waste,Disposal - Landfill,8809.36,54.0
2024_Q1,Cavan,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Recycling,8809.36,68.2
2024_Q3,Cavan,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Energy Recovery,4404.68,45.54
2024_Q3,Cavan,Non-Hazardous,Municipal Solid Waste,Disposal - Landfill,9330.64,69.79
2024_Q1,Cavan,Non-Hazardous,Municipal Solid Waste,Recovery - Recycling,,67.59
2024_Q3,Cavan,Non-Hazardous,,Recovery - Energy Recovery,3732.26,67.82
2024_Q3,,Non-Hazardous,N A N,Recovery - Composting,9004.0,64.42
2024_Q3,Cavan,Non-Hazardous,Organic Waste,Recovery - Energy Recovery,3859.13,61.13
2024_Q3,Clare,Hazardous,Chemical Waste,Disposal - Incineration,10308.0,77.84
2024_Q3,Clare,Hazardous,Chemical Waste,Disposal - Other,4418.07,71.27
2024_Q4,Clare,Hazardous,Electronic Waste,Recovery - Recycling,12546.37,52.75
2024_Q1,Clare,Hazardous,Electronic Waste,Disposal - Other,1394.04,66.29
2024_Q3,Clare,Hazardous,Industrial Hazardous Waste,Disposal - Incineration,10488.68,290.17
2024_Q3,Clare,Hazardous,Industrial Hazardous Waste,Disposal - Other,6992.45,60.12
2024_Q3,Clare,Hazardous,Medical Waste,Disposal - Incineration,17480.24,64.96
2024_Q3,Clare,Hazardous,Medical Waste,Disposal - Other,4370.06,374.15
2024_Q3,Clare,Non-Hazardous,Agricultural Waste,Disposal - Landfill,,72.24
2024_Q3,Clare,Non-Hazardous,Agricultural Waste,Recovery - Composting,4063.78,77.0
2024_Q3,Clare,Non-Hazardous,Agricultural Waste,Disposal - Other,2031.89,42.0
2024_Q3,Clare,Non-Hazardous,Construction and Demolition Waste,Disposal - Landfill,3627.67,58.0
2024_Q3,Clare,Non-Hazardous,Construction and Demolition Waste,,8464.55,66.21
2024_Q3,Clare,Non-Hazardous,Industrial Non-Hazardous Waste,Disposal - Landfill,6422.72,65.45
2024_Q3,Clare,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Recycling,6422.72,68.0
2024_Q3,Clare,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Energy Recovery,3211.36,77.0
2024_Q3,Clare,Non-Hazardous,Municipal Solid Waste,Disposal - Landfill,8178.79,62.57
2024_Q3,Clare,Non-Hazardous,Municipal Solid Waste,Recovery - Recycling,4907.27,63.36
2024_Q3,Clare,Non-Hazardous,Municipal Solid Waste,Recovery - Energy Recovery,3271.52,75.62
2024_Q2,,Non-Hazardous,Organic Waste,Recovery - Composting,11432.0,68.61
2024_Q3,Clare,Non-Hazardous,Organic Waste,Recovery - Energy Recovery,,76.6
2024_Q3,Cork,Hazardous,Chemical Waste,Disposal - Incineration,5530.7,202.03
2024_Q3,Cork,Hazardous,Chemical Waste,Disposal - Other,2370.3,79.57
2024_Q3,Cork,Hazardous,Electronic Waste,Recovery - Recycling,17452.0,257.53
,Cork,Hazardous,Electronic Waste,Disposal - Other,1939.15,74.79
2024_Q3,Cork,Hazardous,Industrial Hazardous Waste,Disposal - Incineration,9967.28,54.95
2024_Q3,Cork,Hazardous,Industrial Hazardous Waste,Disposal - Other,6644.85,395.06
2024_Q3,Cork,Hazardous,Medical Waste,Disposal - Incineration,16811.49,72.56
2024_Q1,Cork,Hazardous,Medical Waste,Disposal - Other,4202.0,73.1
,Cork,,Agricultural Waste,Disposal - Landfill,8644.95,70.0
2024_Q3,Cork,Non-Hazardous,Agricultural Waste,Recovery - Composting,8644.95,50.65
2024_Q3,Cork,Non-Hazardous,Agricultural Waste,Disposal - Other,4322.48,46.91
2024_Q3,Cork,Non-Hazardous,Construction and Demolition Waste,Disposal - Landfill,7568.0,72.78
2024_Q3,Cork,Non-Hazardous,Construction and Demolition Waste,Recovery - Recycling,17658.93,31.51
2024_Q3,Cork,Non-Hazardous,Industrial Non-Hazardous Waste,Disposal - Landfill,5165.92,48.0
2024_Q3,Cork,Non-Hazardous,N A N,Recovery - Recycling,5165.92,54.92
2024_Q3,Cork,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Energy Recovery,2582.96,63.5
2024_Q3,Cork,Non-Hazardous,Municipal Solid Waste,Disposal - Landfill,5714.82,54.27
2024_Q3,Cork,Non-Hazardous,Municipal Solid Waste,Recovery - Recycling,3428.89,53.53
2024_Q3,Cork,Non-Hazardous,Municipal Solid Waste,Recovery - Energy Recovery,2285.93,56.0
2024_Q3,,Non-Hazardous,Organic Waste,Recovery - Composting,14121.02,64.8
2024_Q1,Cork,Non-Hazardous,Organic Waste,Recovery - Energy Recovery,6051.86,60.49
,Donegal,Hazardous,Chemical Waste,Disposal - Incineration,9236.02,72.54
2024_Q3,Donegal,Hazardous,Chemical Waste,Disposal - Other,3958.3,63.14
2024_Q2,Donegal,Hazardous,Electronic Waste,Recovery - Recycling,18427.06,72.0
2024_Q3,Donegal,Hazardous,Electronic Waste,Disposal - Other,2047.45,171.71
2024_Q3,Donegal,Hazardous,Industrial Hazardous Waste,Disposal - Incineration,12636.83,59.14
2024_Q3,Donegal,Hazardous,Industrial Hazardous Waste,Disposal - Other,8424.55,73.67
2024_Q4,Donegal,Hazardous,Medical Waste,Disposal - Incineration,8519.86,66.21
2024_Q3,Donegal,Hazardous,Medical Waste,Disposal - Other,2129.96,463.01
2024_Q3,Donegal,Non-Hazardous,Agricultural Waste,,5608.0,68.0
2024_Q1,Donegal,Non-Hazardous,Agricultural Waste,,5608.37,79.26
2024_Q3,Donegal,Non-Hazardous,Agricultural Waste,Disposal - Other,2804.19,64.0
2024_Q3,Donegal,Non-Hazardous,Construction and Demolition Waste,Disposal - Landfill,5891.7,61.0
2024_Q4,Donegal,Non-Hazardous,Construction and Demolition Waste,Recovery - Recycling,13747.29,48.37
2024_Q1,Donegal,Non-Hazardous,Industrial Non-Hazardous Waste,Disposal - Landfill,6806.96,62.15
2024_Q3,Donegal,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Recycling,6806.96,60.64
2024_Q3,Donegal,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Energy Recovery,3403.48,69.45
2024_Q3,Donegal,Non-Hazardous,Municipal Solid Waste,,10674.56,54.69
2024_Q3,Donegal,Non-Hazardous,Municipal Solid Waste,Recovery - Recycling,6404.74,57.0
2024_Q1,Donegal,Non-Hazardous,Municipal Solid Waste,Recovery - Energy Recovery,4269.82,64.64
2024_Q4,Donegal,Non-Hazardous,Organic Waste,,5689.32,61.91
2024_Q1,Donegal,Non-Hazardous,Organic Waste,Recovery - Energy Recovery,2438.28,53.03
2024_Q3,Down,Hazardous,Chemical Waste,Disposal - Incineration,7319.77,262.98
2024_Q3,Down,Hazardous,Chemical Waste,Disposal - Other,3137.05,74.28
2024_Q3,Down,Hazardous,Electronic Waste,Recovery - Recycling,12090.87,240.22
,Down,Hazardous,Electronic Waste,Disposal - Other,13434.3,66.0
2024_Q3,Down,Hazardous,Industrial Hazardous Waste,Disposal - Incineration,8660.06,72.36
2024_Q3,Down,Hazardous,Industrial Hazardous Waste,Disposal - Other,5773.37,405.86
2024_Q3,Down,Hazardous,Medical Waste,Disposal - Incineration,14367.23,54.71
2024_Q3,Down,Hazardous,Medical Waste,Disposal - Other,3591.0,70.0
2024_Q3,Down,Non-Hazardous,Agricultural Waste,Disposal - Landfill,7637.0,73.41
2024_Q3,Down,Non-Hazardous,Agricultural Waste,Recovery - Composting,7637.52,78.84
,Down,Non-Hazardous,Agricultural Waste,Disposal - Other,3818.76,73.0
,Down,Non-Hazardous,Construction and Demolition Waste,,2754.68,48.0
2024_Q3,Down,Non-Hazardous,Construction and Demolition Waste,Recovery - Recycling,6427.58,46.33
2024_Q3,Down,Non-Hazardous,Industrial Non-Hazardous Waste,Disposal - Landfill,8138.62,55.0
2024_Q1,Down,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Recycling,,70.0
2024_Q3,,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Energy Recovery,4069.31,75.0
2024_Q3,Down,Non-Hazardous,Municipal Solid Waste,Disposal - Landfill,7514.2,62.75
2024_Q3,Down,Non-Hazardous,Municipal Solid Waste,Recovery - Recycling,4508.52,61.0
2024_Q3,Down,Non-Hazardous,Municipal Solid Waste,Recovery - Energy Recovery,3005.68,71.19
2024_Q4,Down,Non-Hazardous,Organic Waste,Recovery - Composting,14540.55,66.71
2024_Q1,Down,Non-Hazardous,Organic Waste,Recovery - Energy Recovery,6231.66,60.2
2024_Q3,Dublin,Hazardous,Chemical Waste,Disposal - Incineration,,72.73
2024_Q3,Dublin,Hazardous,Chemical Waste,Disposal - Other,4488.97,79.5
2024_Q3,,Hazardous,Electronic Waste,,10081.58,70.55
2024_Q3,Dublin,Hazardous,Electronic Waste,Disposal - Other,1120.0,273.64
2024_Q3,Dublin,Hazardous,Industrial Hazardous Waste,Disposal - Incineration,10225.31,68.0
2024_Q3,Dublin,Hazardous,Industrial Hazardous Waste,Disposal - Other,6816.88,70.6
2024_Q1,,Hazardous,Medical Waste,Disposal - Incineration,8678.38,454.0
2024_Q3,Dublin,Hazardous,N A N,Disposal - Other,2169.59,67.09
2024_Q3,Dublin,Non-Hazardous,Agricultural Waste,Disposal - Landfill,6552.8,50.0
2024_Q1,Dublin,Non-Hazardous,Agricultural Waste,Recovery - Composting,6552.8,55.4
2024_Q3,,Non-Hazardous,Agricultural Waste,Disposal - Other,3276.4,66.31
2024_Q3,Dublin,Non-Hazardous,Construction and Demolition Waste,Disposal - Landfill,6080.16,67.58
2024_Q3,Dublin,Non-Hazardous,Construction and Demolition Waste,Recovery - Recycling,14187.05,63.14
2024_Q3,Dublin,Non-Hazardous,Industrial Non-Hazardous Waste,,5974.34,79.33
2024_Q2,Dublin,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Recycling,5974.34,77.68
2024_Q3,Dublin,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Energy Recovery,2987.17,72.0
2024_Q3,Dublin,Non-Hazardous,Municipal Solid Waste,Disposal - Landfill,5667.66,76.12
2024_Q1,Dublin,Non-Hazardous,Municipal Solid Waste,Recovery - Recycling,3400.6,67.8
2024_Q4,Dublin,Non-Hazardous,Municipal Solid Waste,Recovery - Energy Recovery,2267.06,52.2
2024_Q1,Dublin,Non-Hazardous,Organic Waste,Recovery - Composting,14928.37,56.93
2024_Q3,Dublin,,Organic Waste,Recovery - Energy Recovery,6397.87,55.22
2024_Q3,Galway,Hazardous,Chemical Waste,Disposal - Incineration,5195.37,72.99
2024_Q3,Galway,Hazardous,Chemical Waste,Disposal - Other,2226.59,76.0
2024_Q3,Galway,Hazardous,,Recovery - Recycling,7066.38,58.74
2024_Q1,Galway,,Electronic Waste,Disposal - Other,785.15,229.48
2024_Q3,Galway,Hazardous,,Disposal - Incineration,15771.1,50.33
2024_Q3,Galway,Hazardous,,Disposal - Other,10514.0,77.74
2024_Q3,Galway,Hazardous,Medical Waste,Disposal - Incineration,15354.16,560.67
2024_Q3,Galway,Hazardous,Medical Waste,Disposal - Other,3838.54,73.02
2024_Q1,Galway,Non-Hazardous,Agricultural Waste,Disposal - Landfill,5575.1,52.42
2024_Q3,Galway,Non-Hazardous,Agricultural Waste,Recovery - Composting,5575.1,67.8
2024_Q3,Galway,Non-Hazardous,Agricultural Waste,Disposal - Other,2787.55,45.0
2024_Q3,Galway,Non-Hazardous,Construction and Demolition Waste,Disposal - Landfill,,59.35
2024_Q3,Galway,Non-Hazardous,Construction and Demolition Waste,Recovery - Recycling,12260.07,41.73
2024_Q3,Galway,Non-Hazardous,Industrial Non-Hazardous Waste,Disposal - Landfill,6110.7,60.3
2024_Q1,Galway,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Recycling,6110.7,56.17
2024_Q1,Galway,Non-Hazardous,Industrial Non-Hazardous Waste,,3055.35,74.0
2024_Q3,Galway,Non-Hazardous,Municipal Solid Waste,Disposal - Landfill,7623.93,62.54
2024_Q3,Galway,Non-Hazardous,Municipal Solid Waste,Recovery - Recycling,4574.36,65.34
2024_Q1,Galway,Non-Hazardous,Municipal Solid Waste,Recovery - Energy Recovery,3049.57,77.0
2024_Q3,Galway,Non-Hazardous,Organic Waste,Recovery - Composting,13802.07,44.04
2024_Q3,Galway,Non-Hazardous,Organic Waste,Recovery - Energy Recovery,5915.17,55.0
,Kerry,Hazardous,Chemical Waste,Disposal - Incineration,12837.0,53.34
2024_Q3,Kerry,Hazardous,Chemical Waste,Disposal - Other,5501.68,392.9
2024_Q3,Kerry,Hazardous,Electronic Waste,Recovery - Recycling,19439.15,70.99
2024_Q3,Kerry,Hazardous,Electronic Waste,Disposal - Other,2159.91,68.42
2024_Q3,Kerry,Hazardous,Industrial Hazardous Waste,Disposal - Incineration,16168.07,50.81
2024_Q3,Kerry,Hazardous,Industrial Hazardous Waste,Disposal - Other,10778.72,51.0
2024_Q3,Kerry,Hazardous,Medical Waste,Disposal - Incineration,9139.22,426.44
2024_Q3,Kerry,Hazardous,Medical Waste,Disposal - Other,,74.8
2024_Q3,Kerry,Non-Hazardous,Agricultural Waste,Disposal - Landfill,8639.01,36.28
2024_Q1,Kerry,Non-Hazardous,Agricultural Waste,Recovery - Composting,8639.01,63.54
2024_Q3,Kerry,Non-Hazardous,Agricultural Waste,Disposal - Other,4319.51,63.91
2024_Q1,Kerry,Non-Hazardous,Construction and Demolition Waste,Disposal - Landfill,4168.0,57.0
2024_Q3,Kerry,Non-Hazardous,Construction and Demolition Waste,Recovery - Recycling,9727.37,69.54
2024_Q3,Kerry,Non-Hazardous,Industrial Non-Hazardous Waste,Disposal - Landfill,8619.0,64.16
2024_Q3,Kerry,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Recycling,8619.0,68.61
2024_Q3,Kerry,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Energy Recovery,4309.83,69.76
2024_Q3,Kerry,Non-Hazardous,Municipal Solid Waste,Disposal - Landfill,3209.0,75.64
2024_Q3,Kerry,Non-Hazardous,Municipal Solid Waste,Recovery - Recycling,1925.0,65.81
2024_Q1,Kerry,Non-Hazardous,Municipal Solid Waste,Recovery - Energy Recovery,1283.6,53.46
2024_Q3,Kerry,,Organic Waste,Recovery - Composting,13359.72,50.2
2024_Q3,Kerry,Non-Hazardous,Organic Waste,Recovery - Energy Recovery,5725.59,67.0
2024_Q3,Kildare,Hazardous,Chemical Waste,Disposal - Incineration,14329.34,69.72
2024_Q1,Kildare,Hazardous,Chemical Waste,Disposal - Other,6141.0,345.29
2024_Q3,Kildare,Hazardous,Electronic Waste,Recovery - Recycling,12203.42,53.85
,Kildare,,Electronic Waste,Disposal - Other,1355.94,59.01
2024_Q1,Kildare,Hazardous,Industrial Hazardous Waste,Disposal - Incineration,10855.06,78.76
2024_Q3,Kildare,Hazardous,Industrial Hazardous Waste,Disposal - Other,7236.71,70.5
2024_Q3,Kildare,Hazardous,Medical Waste,Disposal - Incineration,10307.26,79.0
2024_Q3,,Hazardous,Medical Waste,Disposal - Other,2576.81,64.57
2024_Q3,Kildare,,Agricultural Waste,Disposal - Landfill,5168.56,76.67
2024_Q3,Kildare,Non-Hazardous,Agricultural Waste,Recovery - Composting,5168.56,59.98
2024_Q3,Kildare,Non-Hazardous,Agricultural Waste,Disposal - Other,2584.28,47.97
2024_Q3,Kildare,Non-Hazardous,Construction and Demolition Waste,Disposal - Landfill,5450.26,77.0
2024_Q3,Kildare,Non-Hazardous,Construction and Demolition Waste,Recovery - Recycling,12717.27,42.53
2024_Q3,Kildare,Non-Hazardous,Industrial Non-Hazardous Waste,Disposal - Landfill,6675.0,59.2
2024_Q3,Kildare,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Recycling,6675.22,78.41
2024_Q3,Kildare,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Energy Recovery,3337.61,55.94
2024_Q3,Kildare,Non-Hazardous,Municipal Solid Waste,Disposal - Landfill,9324.45,75.23
,Kildare,Non-Hazardous,Municipal Solid Waste,Recovery - Recycling,5594.67,66.99
2024_Q3,Kildare,Non-Hazardous,Municipal Solid Waste,Recovery - Energy Recovery,3729.0,71.58
2024_Q3,Kildare,Non-Hazardous,Organic Waste,Recovery - Composting,6529.36,77.45
2024_Q3,Kildare,Non-Hazardous,Organic Waste,Recovery - Energy Recovery,2798.3,52.59
2024_Q3,Kilkenny,Hazardous,Chemical Waste,Disposal - Incineration,17308.84,224.32
,Kilkenny,Hazardous,Chemical Waste,Disposal - Other,7418.08,72.53
2024_Q3,Kilkenny,Hazardous,Electronic Waste,Recovery - Recycling,23512.23,293.98
2024_Q3,Kilkenny,Hazardous,Electronic Waste,Disposal - Other,2612.47,73.83
2024_Q3,Kilkenny,Hazardous,Industrial Hazardous Waste,Disposal - Incineration,7251.56,56.94
2024_Q3,Kilkenny,Hazardous,Industrial Hazardous Waste,Disposal - Other,4834.37,449.63
2024_Q1,Kilkenny,Hazardous,Medical Waste,Disposal - Incineration,16404.08,75.0
,Kilkenny,Hazardous,Medical Waste,Disposal - Other,4101.02,334.0
,Kilkenny,Non-Hazardous,Agricultural Waste,Disposal - Landfill,10352.36,53.0
2024_Q3,Kilkenny,Non-Hazardous,Agricultural Waste,Recovery - Composting,10352.36,72.61
2024_Q1,Kilkenny,Non-Hazardous,Agricultural Waste,Disposal - Other,5176.0,43.27
2024_Q4,Kilkenny,Non-Hazardous,Construction and Demolition Waste,Disposal - Landfill,6303.8,74.63
2024_Q3,Kilkenny,Non-Hazardous,Construction and Demolition Waste,Recovery - Recycling,14708.85,70.65
2024_Q2,Kilkenny,Non-Hazardous,Industrial Non-Hazardous Waste,Disposal - Landfill,6919.68,69.0
2024_Q3,Kilkenny,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Recycling,6919.68,71.21
2024_Q3,Kilkenny,Non-Hazardous,Industrial Non-Hazardous Waste,Recovery - Energy Recovery,3459.84,65.0
2024_Q3,Kilkenny,Non-Hazardous,Municipal Solid Waste,Disposal - Landfill,8579.28,56.62
2024_Q3,Kilkenny,Non-Hazardous,Municipal Solid Waste,Recovery - Recycling,5147.57,71.0
2024_Q3,Kilkenny,Non-Hazardous,,Recovery - Energy Recovery,3431.71,74.27
2024_Q3,Kilkenny,Non-Hazardous,Organic Waste,,8324.7,63.56
2024_Q1,,Non-Hazardous,Organic Waste,Recovery - Energy Recovery,3567.73,61.33
2024_Q3,Laois,,Chemical Waste,Disposal - Incineration,15549.26,63.32
2024_Q1,Laois,Hazardous,Chemical Waste,Disposal - Other,6663.0,204.36
2024_Q3,Laois,Hazardous,Electronic Waste,Recovery - Recycling,4547.97,74.97
2024_Q3,Laois,Hazardous,Electronic Waste,Disposal - Other,505.33,78.51
2024_Q3,Laois,Hazardous,Industrial Hazardous Waste,Disposal - Incineration,8596.03,62.0
2024_Q1,Laois,Hazardous,Industrial Hazardous Waste,Disposal - Other,5730.69,70.3
2024_Q3,Laois,Hazardous,Medical Waste,Disposal - Incineration,103948.5,64.03
2024_Q3,Laois,Hazardous,Medical Waste,,2598.71,333.22
,Laois,Non-Hazardous,Agricultural Waste,Disposal - Landfill,1913.84,38.68
2024_Q3,Laois,Non-Hazardous,Agricultural Waste,Recovery - Composting,1913.84,72.17
2024_Q3,Laois,Non-Hazardous,N A N,Disposal - Other,956.92,50.52
2024_Q3,Laois,Non-Hazardous,Construction and Demolition Waste,Disposal - Landfill,6981.25,32.21
2024_Q1,Laois,Non-Hazardous,Construction and Demolition Waste,Recovery - Recycling,16289.58,67.0
2024_Q3,Laois,Non-Hazardous,Industrial Non-Hazardous Waste,Disposal - Landfill,5811.35,53.64
